Asset,Company,Country,Region,Sector,Facility_ID,Facility_Name,Facility_Type,Reporting_Year,Month,Emission_Type,Emission_Value_tCO2e,Emission_Method,Emission_Factor_Source,Regulator,Scope_1_tCO2e,Scope_2_tCO2e,Scope_3_tCO2e,Energy_Consumed_kWh,Flaring_Volume_Mscf,Methane_tons,Production_Volume,Production_Unit,Industry_Code,Data_Quality,Data_Type,Dataset_Version,Source,Latitude,Longitude,Facility_Status,Notes,Total_Emissions
Offshore Platform 446,Sequoia Refining,USA,North America,Oil & Gas,FAC-446,Highland Offshore Platform 446,Offshore Platform,2020,9,Total_GHG,2016.573,Emission Factor,IPCC 2019,EU ETS,715.092,81.205,1220.276,199622.58,1084.632,21.585,1599.75,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,33.8862,-102.8999,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2016.573
Polymer Plant 447,Terra Minerals,Qatar,Middle East,Petrochemicals,FAC-447,Silverline Polymer Plant 447,Polymer Plant,2023,7,Total_GHG,1946.239,Hybrid,IPCC 2019,National Authority,793.715,134.655,1017.869,349024.04,877.566,18.567,5773.86,tons/day,325110,Medium,Synthetic,v1.0,Generated,24.7631,51.6902,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1946.239
Aromatics Unit 448,Nexus Petrochem,UK,Europe,Petrochemicals,FAC-448,Cedar Aromatics Unit 448,Aromatics Unit,2018,4,Total_GHG,1949.222,Emission Factor,IEA 2023,Local Authority,869.291,107.367,972.564,240981.5,730.309,23.657,4516.42,tons/day,325110,High,Synthetic,v1.0,Generated,51.783,-3.4537,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1949.222
Smelter 449,Delta Petroleum,USA,North America,Mining,FAC-449,Northshore Smelter 449,Smelter,2018,3,Total_GHG,800.665,Direct Measurement,EU EMEP/EEA,EU ETS,354.888,93.247,352.53,265793.11,165.496,7.273,7853.1,MWh,212299,Low,Synthetic,v1.0,Generated,46.6045,-99.9557,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,800.665
Polymer Plant 450,Nexus Petrochem,Saudi Arabia,Middle East,Petrochemicals,FAC-450,Westfield Polymer Plant 450,Polymer Plant,2023,3,Total_GHG,1221.202,Emission Factor,IPCC 2019,EU ETS,641.564,79.647,499.991,225884.75,486.347,16.522,3843.32,MWh,325110,High,Synthetic,v1.0,Generated,23.7592,40.561,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1221.202
Gathering Hub 451,Nexus Petrochem,USA,North America,Oil & Gas,FAC-451,Pioneer Gathering Hub 451,Gathering Hub,2023,11,Total_GHG,2508.936,Emission Factor,IPCC 2019,Local Authority,798.601,66.41,1643.925,149302.38,1143.504,25.5,1312.51,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,42.8162,-116.4282,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,2508.936
Gathering Hub 452,Beta Oilfield Services,Canada,North America,Oil & Gas,FAC-452,Westfield Gathering Hub 452,Gathering Hub,2019,5,Total_GHG,2063.418,Direct Measurement,EU EMEP/EEA,US EPA,1066.53,60.565,936.323,151957.36,730.264,35.156,1378.59,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,55.3964,-87.5613,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2063.418
Smelter 453,Gamma Mining Corp,Norway,Europe,Mining,FAC-453,Oakridge Smelter 453,Smelter,2022,11,Total_GHG,1268.309,Emission Factor,IPCC 2019,EU ETS,672.784,67.597,527.928,210710.91,43.329,19.941,6519.43,tons/day,212299,Medium,Synthetic,v1.0,Generated,61.8838,28.4946,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1268.309
Polymer Plant 454,Delta Petroleum,Saudi Arabia,Middle East,Petrochemicals,FAC-454,Granite Polymer Plant 454,Polymer Plant,2019,4,Total_GHG,1552.165,Emission Factor,EU EMEP/EEA,National Authority,570.857,90.992,890.316,247873.13,549.944,12.299,4726.48,tons/day,325110,Low,Synthetic,v1.0,Generated,17.7218,37.2544,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1552.165
Gas Plant 455,Nexus Petrochem,Canada,North America,Oil & Gas,FAC-455,Highland Onshore Gas Plant 455,Onshore Gas Plant,2019,4,Total_GHG,1424.334,Direct Measurement,EPA AP-42,Local Authority,560.083,49.58,814.671,147030.87,634.804,16.939,1241.78,MMscf,211120,Medium,Synthetic,v1.0,Generated,58.7585,-72.5525,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1424.334
Processing Plant 456,Alpha Energy,Australia,Asia-Pacific,Mining,FAC-456,Sunset Processing Plant 456,Processing Plant,2024,11,Total_GHG,811.276,Emission Factor,EPA AP-42,EU ETS,435.168,95.386,280.722,265513.35,18.854,10.305,7743.59,MWh,212299,Medium,Synthetic,v1.0,Generated,-27.6857,130.5727,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,811.276
Mine 457,Orion Upstream,UK,Europe,Mining,FAC-457,Lakeside Open-Pit Mine 457,Open-Pit Mine,2022,2,Total_GHG,912.259,Hybrid,EU EMEP/EEA,National Authority,511.685,119.682,280.892,261549.91,14.62,13.347,7432.33,tons/day,212299,High,Synthetic,v1.0,Generated,53.723,-0.0476,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,912.259
Refinery 458,Vertex LNG,India,Asia-Pacific,Oil & Gas,FAC-458,Westfield Refinery 458,Refinery,2018,8,Total_GHG,619.599,Emission Factor,EPA AP-42,EU ETS,302.47,40.512,276.617,98301.55,227.541,8.754,804.51,MMscf,211120,Medium,Synthetic,v1.0,Generated,8.9358,73.4883,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,619.599
Cracker Unit 459,Orion Upstream,USA,North America,Petrochemicals,FAC-459,Cedar Cracker Unit 459,Cracker Unit,2023,5,Total_GHG,1571.628,Hybrid,IPCC 2019,Local Authority,672.814,92.124,806.69,213529.07,458.208,17.454,3961.3,MWh,325110,Low,Synthetic,v1.0,Generated,26.6669,-118.4831,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1571.628
Refinery 460,Alpha Energy,Norway,Europe,Oil & Gas,FAC-460,Silverline Refinery 460,Refinery,2023,7,Total_GHG,3400.126,Emission Factor,IPCC 2019,US EPA,1085.788,41.866,2272.472,89179.7,703.48,37.589,792.09,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,59.3668,13.3943,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,3400.126
Concentrator 461,Sequoia Refining,Qatar,Middle East,Mining,FAC-461,Riverview Concentrator 461,Concentrator,2022,8,Total_GHG,1348.374,Hybrid,IEA 2023,National Authority,752.233,162.897,433.244,416101.65,179.916,19.504,11086.21,MWh,212299,Medium,Synthetic,v1.0,Generated,24.5398,50.3407,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1348.374
Smelter 462,Delta Petroleum,Canada,North America,Mining,FAC-462,Westfield Smelter 462,Smelter,2020,9,Total_GHG,581.602,Direct Measurement,EU EMEP/EEA,National Authority,304.122,108.984,168.496,330612.1,126.696,4.45,9154.08,tons/day,212299,High,Synthetic,v1.0,Generated,50.1229,-113.9314,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,581.602
Gathering Hub 463,Terra Minerals,Australia,Asia-Pacific,Oil & Gas,FAC-463,Highland Gathering Hub 463,Gathering Hub,2023,8,Total_GHG,1442.001,Emission Factor,IEA 2023,US EPA,642.274,49.589,750.138,118272.26,251.601,20.466,1069.99,MWh,211120,High,Synthetic,v1.0,Generated,-14.9724,143.8985,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1442.001
Mine 464,Gamma Mining Corp,India,Asia-Pacific,Mining,FAC-464,Lakeside Open-Pit Mine 464,Open-Pit Mine,2018,8,Total_GHG,583.549,Emission Factor,EU EMEP/EEA,Local Authority,285.212,96.882,201.455,257179.52,76.07,5.057,7383.07,tons/day,212299,High,Synthetic,v1.0,Generated,25.5239,82.9005,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,583.549
Refinery 465,Nexus Petrochem,Qatar,Middle East,Oil & Gas,FAC-465,Riverview Refinery 465,Refinery,2022,5,Total_GHG,1764.721,Hybrid,EPA AP-42,EU ETS,529.89,48.123,1186.708,142195.93,212.995,16.009,1180.57,MMscf,211120,High,Synthetic,v1.0,Generated,24.3879,50.3789,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1764.721
Gathering Hub 466,Nexus Petrochem,Qatar,Middle East,Oil & Gas,FAC-466,Silverline Gathering Hub 466,Gathering Hub,2020,8,Total_GHG,2739.075,Emission Factor,EPA AP-42,EU ETS,938.362,46.683,1754.03,116557.27,366.786,31.552,1001.84,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,24.7858,50.4398,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2739.075
Offshore Platform 467,Orion Upstream,India,Asia-Pacific,Oil & Gas,FAC-467,Pioneer Offshore Platform 467,Offshore Platform,2021,6,Total_GHG,680.533,Direct Measurement,EU EMEP/EEA,US EPA,319.964,57.814,302.755,146064.98,301.806,8.437,1130.97,MMscf,211120,High,Synthetic,v1.0,Generated,10.8367,68.2547,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,680.533
Aromatics Unit 468,Delta Petroleum,Australia,Asia-Pacific,Petrochemicals,FAC-468,Westfield Aromatics Unit 468,Aromatics Unit,2018,5,Total_GHG,1244.18,Emission Factor,EPA AP-42,Local Authority,631.413,139.664,473.103,369202.15,1132.994,10.756,6776.99,MWh,325110,Medium,Synthetic,v1.0,Generated,-22.4339,143.6897,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1244.18
Blending Station 469,Beta Oilfield Services,UAE,Middle East,Petrochemicals,FAC-469,Northshore Blending Station 469,Blending Station,2019,7,Total_GHG,1454.026,Emission Factor,IPCC 2019,Local Authority,766.379,94.361,593.286,267305.98,129.875,18.979,5003.0,tons/day,325110,Medium,Synthetic,v1.0,Generated,24.7431,54.6411,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1454.026
Processing Plant 470,Epsilon Resources,Saudi Arabia,Middle East,Mining,FAC-470,Cedar Processing Plant 470,Processing Plant,2020,5,Total_GHG,807.07,Direct Measurement,EU EMEP/EEA,EU ETS,465.371,85.111,256.588,226648.95,15.809,12.646,6070.0,MWh,212299,High,Synthetic,v1.0,Generated,29.3199,39.8654,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,807.0699999999999
Processing Plant 471,Epsilon Resources,India,Asia-Pacific,Mining,FAC-471,Northshore Processing Plant 471,Processing Plant,2021,1,Total_GHG,958.884,Emission Factor,IEA 2023,US EPA,519.48,76.052,363.352,211120.24,39.95,14.228,6623.93,tons/day,212299,Medium,Synthetic,v1.0,Generated,13.7652,83.9957,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,958.884
Polymer Plant 472,Nexus Petrochem,South Africa,Africa,Petrochemicals,FAC-472,Northshore Polymer Plant 472,Polymer Plant,2021,6,Total_GHG,994.978,Hybrid,EPA AP-42,EU ETS,409.166,50.64,535.172,136969.49,451.388,10.393,2529.53,MWh,325110,Medium,Synthetic,v1.0,Generated,-22.9809,22.362,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,994.9780000000001
Compressor 473,Terra Minerals,UK,Europe,Oil & Gas,FAC-473,Sunset Compressor Station 473,Compressor Station,2023,8,Total_GHG,2202.529,Emission Factor,EU EMEP/EEA,Local Authority,755.747,42.494,1404.288,106072.4,654.08,25.324,836.68,MMscf,211120,High,Synthetic,v1.0,Generated,52.4085,-7.144,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2202.529
Smelter 474,Alpha Energy,Australia,Asia-Pacific,Mining,FAC-474,Westfield Smelter 474,Smelter,2024,3,Total_GHG,1157.484,Emission Factor,IEA 2023,National Authority,607.542,200.688,349.254,435852.79,133.229,13.676,11777.76,MWh,212299,Medium,Synthetic,v1.0,Generated,-32.4451,144.1372,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1157.484
Blending Station 475,Alpha Energy,Canada,North America,Petrochemicals,FAC-475,Oakridge Blending Station 475,Blending Station,2018,6,Total_GHG,1828.879,Hybrid,IEA 2023,EU ETS,614.119,175.228,1039.532,436181.33,1211.958,8.188,7828.11,MWh,325110,Medium,Synthetic,v1.0,Generated,44.4767,-66.9693,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1828.879
Offshore Platform 476,Gamma Mining Corp,UAE,Middle East,Oil & Gas,FAC-476,Northshore Offshore Platform 476,Offshore Platform,2024,8,Total_GHG,1144.079,Hybrid,EU EMEP/EEA,National Authority,418.238,46.223,679.618,131058.47,120.829,11.896,1183.34,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,24.513,54.5957,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1144.079
Smelter 477,Gamma Mining Corp,UK,Europe,Mining,FAC-477,Sunset Smelter 477,Smelter,2023,8,Total_GHG,1477.078,Hybrid,IEA 2023,National Authority,673.85,126.735,676.493,364890.99,125.995,17.003,10568.44,tons/day,212299,High,Synthetic,v1.0,Generated,56.7338,-2.5328,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1477.078
Gathering Hub 478,Vertex LNG,Saudi Arabia,Middle East,Oil & Gas,FAC-478,Silverline Gathering Hub 478,Gathering Hub,2024,2,Total_GHG,1930.895,Hybrid,EU EMEP/EEA,US EPA,665.938,46.414,1218.543,142614.3,419.45,20.723,1278.41,MMscf,211120,Low,Synthetic,v1.0,Generated,26.0155,39.8678,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1930.895
Compressor 479,Vertex LNG,UAE,Middle East,Oil & Gas,FAC-479,Eagle Compressor Station 479,Compressor Station,2024,9,Total_GHG,1633.598,Direct Measurement,EPA AP-42,Local Authority,555.287,113.323,964.988,276327.81,1203.298,13.676,2291.25,MWh,211120,Low,Synthetic,v1.0,Generated,22.0365,51.7916,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1633.598
Blending Station 480,Nexus Petrochem,India,Asia-Pacific,Petrochemicals,FAC-480,Silverline Blending Station 480,Blending Station,2022,11,Total_GHG,1522.239,Hybrid,IEA 2023,EU ETS,807.773,126.39,588.076,382060.12,855.511,17.414,6682.24,tons/day,325110,High,Synthetic,v1.0,Generated,20.1168,71.6075,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1522.239
Blending Station 481,Orion Upstream,UK,Europe,Petrochemicals,FAC-481,Silverline Blending Station 481,Blending Station,2024,4,Total_GHG,1519.221,Hybrid,IPCC 2019,National Authority,843.361,84.454,591.406,234543.92,397.934,23.509,4078.33,tons/day,325110,Medium,Synthetic,v1.0,Generated,57.8506,0.0856,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1519.221
Offshore Platform 482,Orion Upstream,Canada,North America,Oil & Gas,FAC-482,Oakridge Offshore Platform 482,Offshore Platform,2022,9,Total_GHG,2841.615,Direct Measurement,IPCC 2019,US EPA,937.546,40.296,1863.773,99603.65,558.718,32.023,831.51,MMscf,211120,High,Synthetic,v1.0,Generated,61.8656,-106.7687,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2841.615
Gas Plant 483,Nexus Petrochem,South Africa,Africa,Oil & Gas,FAC-483,Riverview Onshore Gas Plant 483,Onshore Gas Plant,2023,12,Total_GHG,2244.953,Hybrid,IEA 2023,US EPA,797.98,44.129,1402.844,117258.94,553.825,26.543,950.13,MWh,211120,High,Synthetic,v1.0,Generated,-27.441,19.0795,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2244.953
Gathering Hub 484,Beta Oilfield Services,Norway,Europe,Oil & Gas,FAC-484,Westfield Gathering Hub 484,Gathering Hub,2021,4,Total_GHG,2194.978,Direct Measurement,EPA AP-42,US EPA,1106.26,51.958,1036.76,120126.42,340.044,37.624,1036.09,MWh,211120,Medium,Synthetic,v1.0,Generated,68.171,12.7539,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2194.978
Aromatics Unit 485,Nexus Petrochem,South Africa,Africa,Petrochemicals,FAC-485,Westfield Aromatics Unit 485,Aromatics Unit,2022,8,Total_GHG,1050.055,Hybrid,EPA AP-42,US EPA,491.185,90.81,468.06,275597.78,123.51,9.121,4861.87,MWh,325110,High,Synthetic,v1.0,Generated,-33.3202,28.4628,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1050.055
Cracker Unit 486,Orion Upstream,Canada,North America,Petrochemicals,FAC-486,Sunset Cracker Unit 486,Cracker Unit,2018,9,Total_GHG,1253.207,Direct Measurement,IPCC 2019,US EPA,587.473,70.925,594.809,182307.55,86.707,15.212,3474.14,tons/day,325110,High,Synthetic,v1.0,Generated,68.6475,-87.363,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1253.207
Gathering Hub 487,Sequoia Refining,Qatar,Middle East,Oil & Gas,FAC-487,Eagle Gathering Hub 487,Gathering Hub,2021,1,Total_GHG,1518.341,Emission Factor,EPA AP-42,EU ETS,421.792,56.343,1040.206,121548.37,467.538,12.64,974.8,MMscf,211120,High,Synthetic,v1.0,Generated,25.3639,51.4758,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,1518.341
Offshore Platform 488,Beta Oilfield Services,South Africa,Africa,Oil & Gas,FAC-488,Eagle Offshore Platform 488,Offshore Platform,2022,1,Total_GHG,919.435,Hybrid,IEA 2023,Local Authority,358.907,51.596,508.932,141276.22,324.42,9.973,1095.52,kbbl/day-eq,211120,High,Synthetic,v1.0,Generated,-33.8794,24.196,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,919.435
Cracker Unit 489,Beta Oilfield Services,Canada,North America,Petrochemicals,FAC-489,Pioneer Cracker Unit 489,Cracker Unit,2023,12,Total_GHG,2611.068,Emission Factor,IPCC 2019,US EPA,879.852,167.517,1563.699,466525.26,622.048,16.577,8579.15,tons/day,325110,High,Synthetic,v1.0,Generated,49.7554,-92.1591,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2611.068
Blending Station 490,Epsilon Resources,Canada,North America,Petrochemicals,FAC-490,Eagle Blending Station 490,Blending Station,2019,5,Total_GHG,1518.402,Direct Measurement,IPCC 2019,National Authority,506.526,135.724,876.152,347615.21,1087.959,6.056,6836.06,tons/day,325110,Medium,Synthetic,v1.0,Generated,48.496,-127.9324,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1518.402
Blending Station 491,Epsilon Resources,Canada,North America,Petrochemicals,FAC-491,Cedar Blending Station 491,Blending Station,2021,1,Total_GHG,1498.033,Emission Factor,IPCC 2019,Local Authority,786.024,132.279,579.73,310759.57,336.809,18.394,5714.15,MWh,325110,Low,Synthetic,v1.0,Generated,44.6124,-64.7975,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,1498.033
Polymer Plant 492,Alpha Energy,Saudi Arabia,Middle East,Petrochemicals,FAC-492,Cedar Polymer Plant 492,Polymer Plant,2024,12,Total_GHG,2807.047,Emission Factor,EPA AP-42,EU ETS,1078.024,236.899,1492.124,495042.44,1105.853,24.046,8479.46,tons/day,325110,Low,Synthetic,v1.0,Generated,26.8868,43.323,Operating,Synthetic dataset for research and benchmarking; non-identifiable.,2807.047
Offshore Platform 493,Alpha Energy,UAE,Middle East,Oil & Gas,FAC-493,Westfield Offshore Platform 493,Offshore Platform,2019,9,Total_GHG,2535.209,Direct Measurement,EPA AP-42,Local Authority,896.906,59.344,1578.959,131980.38,714.449,29.67,1123.52,MWh,211120,Medium,Synthetic,v1.0,Generated,25.1984,55.7548,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2535.209
Smelter 494,Alpha Energy,India,Asia-Pacific,Mining,FAC-494,Granite Smelter 494,Smelter,2021,11,Total_GHG,1270.792,Emission Factor,EPA AP-42,Local Authority,644.424,119.152,507.216,252158.38,77.912,18.296,7338.66,tons/day,212299,Medium,Synthetic,v1.0,Generated,8.1774,68.7401,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1270.792
Polymer Plant 495,Gamma Mining Corp,South Africa,Africa,Petrochemicals,FAC-495,Oakridge Polymer Plant 495,Polymer Plant,2018,3,Total_GHG,1346.988,Hybrid,EPA AP-42,US EPA,566.493,158.69,621.805,439038.04,225.886,6.384,7856.97,MWh,325110,Medium,Synthetic,v1.0,Generated,-26.1283,21.4901,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1346.988
Gathering Hub 496,Vertex LNG,Canada,North America,Oil & Gas,FAC-496,Granite Gathering Hub 496,Gathering Hub,2022,6,Total_GHG,1271.407,Emission Factor,EPA AP-42,National Authority,478.56,81.783,711.064,183327.13,1132.192,13.024,1553.84,MWh,211120,Low,Synthetic,v1.0,Generated,56.798,-119.1459,Maintenance,Synthetic dataset for research and benchmarking; non-identifiable.,1271.407
Offshore Platform 497,Orion Upstream,USA,North America,Oil & Gas,FAC-497,Sunset Offshore Platform 497,Offshore Platform,2018,2,Total_GHG,2521.143,Direct Measurement,IEA 2023,National Authority,809.69,41.18,1670.273,116203.97,776.986,26.926,966.28,MMscf,211120,Medium,Synthetic,v1.0,Generated,31.9809,-115.2963,Idle,Synthetic dataset for research and benchmarking; non-identifiable.,2521.143
